2025-07-27 13:10:36,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:12:05,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:14:19,0095272825,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:14:19,0095272825,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:14:24,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:14:24,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:14:31,0095272825,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:14:31,0095272825,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:17:17,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:17:17,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:19:29,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:19:34,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:19:34,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:19:34,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:19:46,0095272825,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:19:50,0095272825,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:19:55,0095243442,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:19:59,0095339862,TAP,GUARD,John Smith,SUCCESS
2025-07-27 13:21:01,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:21:10,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:21:13,0095272825,TAP,STUDENT,Alice Johnson,SUCCESS
2025-07-27 13:21:13,0095272825,TAP,STUDENT,Alice Johnson,SUCCESS
2025-07-27 13:21:19,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:21:45,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:21:45,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:21:57,0095339862,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:22:07,0095339862,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:22:10,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:22:14,0095272825,TAP,STUDENT,Alice Johnson,SUCCESS
2025-07-27 13:22:18,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:23:57,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:23:59,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:24:00,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:24:01,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:24:05,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:26:23,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:26:36,0095272825,TAP,STUDENT,Alice Johnson,SUCCESS
2025-07-27 13:26:41,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:29:31,0095243442,TAP,SPECIAL,Special Pass,SUCCESS
2025-07-27 13:29:31,0095243442,TAP,SPECIAL,Special Pass,SUCCESS
2025-07-27 13:29:31,0,TAP,UNKNOWN,UNKNOWN,FAILED
2025-07-27 13:30:48,0095243442,TAP,SPECIAL,Special Pass,SUCCESS
2025-07-27 13:30:52,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
2025-07-27 13:31:03,0095272825,TAP,STUDENT,Alice Johnson,SUCCESS
2025-07-27 13:31:05,0095243442,TAP,SPECIAL,Special Pass,SUCCESS
2025-07-27 13:31:08,0095339862,TAP,GUARD,John Jason Domingo,SUCCESS
